rule,applicable_to,implemented,rule_location,rule_element,rule_file,rule_code,type,rule_type,optional,error_regex,context_required,rule_id
Element <image> must have attribute @href (must be a valid string).,"['LearningOverview', 'Glossentry', 'Troubleshooting', 'Concept', 'Task', 'Reference']",True,,"<define name=""image"">",common/ryffineCommonElements.rng,"<define name=""image"">
    <element name=""image"">
      <attribute name=""href"">
        <data type=""string""/>
      </attribute>
      <optional>
        <ref name=""alt""/>
      </optional>
    </element>
  </define>",rng,attribute_rule,False,"['attribute ""image"" not allowed here; expected attribute (?:"".+?""(?:, | or ))*', 'value of attribute ""image"" is invalid; must be equal to (?:"".+?""(?:, | or ))*', 'value of attribute ""image"" is invalid; must be an integer greater than or equal to \\d+']",False,182
Element <index-see-also> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""index-see-also"">",common/ryffineMetadata.rng,"<define name=""index-see-also"">
    <element name=""index-see-also"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""index-see-also"" missing required attribute ""(.+?)""', 'element ""index-see-also"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""index-see-also"" incomplete; missing required element ""(.+?)""', 'element ""index-see-also"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,183
Element <index-see> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""index-see"">",common/ryffineMetadata.rng,"<define name=""index-see"">
    <element name=""index-see"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""index-see"" missing required attribute ""(.+?)""', 'element ""index-see"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""index-see"" incomplete; missing required element ""(.+?)""', 'element ""index-see"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,184
Element <indexlist> must be empty.,['Bookmap'],True,,"<define name=""indexlist"">",rng/ryffineBookmap.rng,"<define name=""indexlist"">
    <element name=""indexlist"">
      <empty/>
    </element>
  </define>",rng,empty_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,185
"Element <indexterm> can contain text mixed with any of: <index-see-also>, <index-see>, <indexterm>{recursive}.","['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""indexterm"">",common/ryffineMetadata.rng,"<define name=""indexterm"">
    <element name=""indexterm"">
      <mixed>
        <zeroOrMore>
          <choice>
            <ref name=""indexterm""/>
            <ref name=""index-see""/>
            <ref name=""index-see-also""/>
          </choice>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,186
Element <info> must contain one or more of one of the following: <note> or <ol> or <p> or <ul>.,"['Troubleshooting', 'Task']",True,,"<define name=""info"">",common/ryffineCommonElements.rng,"<define name=""info"">
  <element name=""info"">
    <oneOrMore>
      <choice>
        <ref name=""p""/>
        <ref name=""ul""/>
        <ref name=""ol""/>
        <ref name=""note""/>
      </choice>
    </oneOrMore>
  </element>
</define>",rng,containment_rule,False,"['element ""info"" missing required attribute ""(.+?)""', 'element ""info"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""info"" incomplete; missing required element ""(.+?)""', 'element ""info"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,187
Element <keyword> must contain only text.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""keyword"">",common/ryffineMetadata.rng,"<define name=""keyword"">
    <element name=""keyword"">
      <text/>
    </element>
  </define>",rng,content_rule,False,"['element ""keyword"" missing required attribute ""(.+?)""', 'element ""keyword"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""keyword"" incomplete; missing required element ""(.+?)""', 'element ""keyword"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,188
Element <keywords> must contain one or more of one of the following: <indexterm> or <keyword>.,"['LearningOverview', 'Bookmap', 'Troubleshooting', 'Map', 'Concept', 'Task', 'Reference']",True,,"<define name=""keywords"">",common/ryffineMetadata.rng,"<define name=""keywords"">
    <element name=""keywords"">
      <oneOrMore>
        <choice>
          <ref name=""keyword""/>
          <ref name=""indexterm""/>
        </choice>
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""keywords"" missing required attribute ""(.+?)""', 'element ""keywords"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""keywords"" incomplete; missing required element ""(.+?)""', 'element ""keywords"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,189
Element <lcAudience> can contain text mixed with unlimited pattern 'common.inline'.,['LearningOverview'],True,,"<define name=""lcAudience"">",rng/ryffineLearningOverview.rng,"<define name=""lcAudience"">
    <element name=""lcAudience"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,mixed_content_rule,False,"['element ""(.+?)"" not allowed anywhere; missing required element ""(.+?)""', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag or text', 'element ""(.+?)"" not allowed anywhere; expected the element end-tag']",False,190
Element <lcAudience> must contain element <title>.,['LearningOverview'],True,,"<define name=""lcAudience"">",rng/ryffineLearningOverview.rng,"<define name=""lcAudience"">
    <element name=""lcAudience"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <mixed>
        <zeroOrMore>
          <ref name=""common.inline""/>
        </zeroOrMore>
      </mixed>
    </element>
  </define>",rng,content_rule,False,"['element ""lcAudience"" missing required attribute ""(.+?)""', 'element ""lcAudience"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""lcAudience"" incomplete; missing required element ""(.+?)""', 'element ""lcAudience"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,191
"Element <lcDuration> children must appear in order: <title>, <lcTime>.",['LearningOverview'],True,,"<define name=""lcDuration"">",rng/ryffineLearningOverview.rng,"<define name=""lcDuration"">
    <element name=""lcDuration"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <ref name=""lcTime""/>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,192
Element <lcDuration> must contain element <lcTime>.,['LearningOverview'],True,,"<define name=""lcDuration"">",rng/ryffineLearningOverview.rng,"<define name=""lcDuration"">
    <element name=""lcDuration"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <ref name=""lcTime""/>
    </element>
  </define>",rng,content_rule,False,"['element ""lcDuration"" missing required attribute ""(.+?)""', 'element ""lcDuration"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""lcDuration"" incomplete; missing required element ""(.+?)""', 'element ""lcDuration"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,193
Element <lcDuration> must contain element <title>.,['LearningOverview'],True,,"<define name=""lcDuration"">",rng/ryffineLearningOverview.rng,"<define name=""lcDuration"">
    <element name=""lcDuration"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <ref name=""lcTime""/>
    </element>
  </define>",rng,content_rule,False,"['element ""lcDuration"" missing required attribute ""(.+?)""', 'element ""lcDuration"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""lcDuration"" incomplete; missing required element ""(.+?)""', 'element ""lcDuration"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,194
"Element <lcIntro> children must appear in order: <title>, (one or more of <p>).",['LearningOverview'],True,,"<define name=""lcIntro"">",rng/ryffineLearningOverview.rng,"<define name=""lcIntro"">
    <element name=""lcIntro"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <oneOrMore>
        <ref name=""p""/>
      </oneOrMore>
    </element>
  </define>",rng,order_rule,False,"['element ""(.+?)"" not allowed (?:yet|here); missing required element ""(.+?)""', 'element ""(.+?)"" not allowed (?:yet|here); expected element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or element (?:"".+?""(?:, | or ))*', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag or text', 'element ""(.+?)"" not allowed (?:yet|here); expected the element end-tag, text or element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected element (?:"".+?""(?:, | or ))*', 'text not allowed here; expected the element end-tag', 'text not allowed here; expected the element end-tag or element ""(.+?)""']",False,195
Element <lcIntro> must contain element <title>.,['LearningOverview'],True,,"<define name=""lcIntro"">",rng/ryffineLearningOverview.rng,"<define name=""lcIntro"">
    <element name=""lcIntro"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <oneOrMore>
        <ref name=""p""/>
      </oneOrMore>
    </element>
  </define>",rng,content_rule,False,"['element ""lcIntro"" missing required attribute ""(.+?)""', 'element ""lcIntro"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""lcIntro"" incomplete; missing required element ""(.+?)""', 'element ""lcIntro"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,196
Element <lcIntro> must contain one or more instances of element <p>.,['LearningOverview'],True,,"<define name=""lcIntro"">",rng/ryffineLearningOverview.rng,"<define name=""lcIntro"">
    <element name=""lcIntro"">
      <!-- <optional> REMOVE optional wrapper -->
        <ref name=""title""/>
      <!-- </optional> -->
      <oneOrMore>
        <ref name=""p""/>
      </oneOrMore>
    </element>
  </define>",rng,containment_rule,False,"['element ""lcIntro"" missing required attribute ""(.+?)""', 'element ""lcIntro"" missing required attribute(?:s)? ((?:"".+?""(?:, | and ))*"".+?"")', 'element ""lcIntro"" incomplete; missing required element ""(.+?)""', 'element ""lcIntro"" incomplete; expected element (?:"".+?""(?:, | or ))*']",False,197
